user_id,trips,traj_id
715,"['-73.98626804,40.75648987,2012-10-26 14:46:23', '-74.01437341,40.71370594,2012-10-26 14:50:30', '-73.99128147,40.73743415,2012-10-26 14:50:57', '-73.93913652,40.84350463,2012-10-26 14:53:10', '-73.95118535,40.8101151,2012-10-26 14:53:13', '-73.98560286,40.75853784,2012-10-26 14:53:28', '-73.99128147,40.73743415,2012-10-26 14:55:21', '-74.01437341,40.71370594,2012-10-27 13:20:04', '-73.98560286,40.75853784,2012-10-27 14:00:13']",train_5234
715,"['-73.98626804,40.75648987,2012-10-30 13:00:38', '-74.01437341,40.71370594,2012-10-30 13:20:03', '-73.99128147,40.73743415,2012-10-30 13:30:04', '-73.93913652,40.84350463,2012-10-30 13:40:03', '-74.01437341,40.71370594,2012-10-31 13:20:04', '-73.99128147,40.73743415,2012-10-31 13:30:05', '-73.95118535,40.8101151,2012-10-31 13:50:03', '-73.99034603,40.73216903,2012-11-01 03:37:32', '-74.01437341,40.71370594,2012-11-01 13:20:03', '-73.93913652,40.84350463,2012-11-01 13:40:03', '-73.95118535,40.8101151,2012-11-01 13:50:02', '-73.98560286,40.75853784,2012-11-01 14:00:13']",train_5235
715,"['-74.01437341,40.71370594,2012-11-05 13:20:03', '-73.99128147,40.73743415,2012-11-05 13:30:06', '-73.98626804,40.75648987,2012-11-06 13:00:12', '-73.93913652,40.84350463,2012-11-06 13:40:03', '-73.98560286,40.75853784,2012-11-06 14:00:13', '-73.98626804,40.75648987,2012-11-07 13:00:12', '-74.01437341,40.71370594,2012-11-07 13:20:04']",train_5236
715,"['-73.98626804,40.75648987,2012-11-09 13:00:29', '-74.01437341,40.71370594,2012-11-09 13:20:04', '-73.93913652,40.84350463,2012-11-09 13:40:03', '-73.98560286,40.75853784,2012-11-09 14:00:19']",train_5237
715,"['-73.99128147,40.73743415,2012-11-11 13:30:06', '-73.98560286,40.75853784,2012-11-11 14:00:14', '-74.01437341,40.71370594,2012-11-12 13:20:21', '-73.99128147,40.73743415,2012-11-12 13:30:08']",train_5238
715,"['-74.01437341,40.71370594,2012-11-15 13:20:03', '-73.99128147,40.73743415,2012-11-15 13:30:07', '-73.93913652,40.84350463,2012-11-15 13:40:03', '-73.98626804,40.75648987,2012-11-16 13:00:17', '-74.01437341,40.71370594,2012-11-16 13:20:04', '-73.95118535,40.8101151,2012-11-16 13:50:03', '-73.98560286,40.75853784,2012-11-16 14:00:16', '-73.98626804,40.75648987,2012-11-17 13:00:35', '-73.99128147,40.73743415,2012-11-17 13:30:06']",train_5239
716,"['-73.88035297,40.86301432,2012-04-12 16:55:29', '-73.9869256,40.74933666,2012-04-13 11:31:31', '-73.98546788,40.74876867,2012-04-13 11:41:03', '-73.98439,40.76022,2012-04-13 15:14:08', '-73.98532455,40.75839933,2012-04-13 15:18:34', '-73.99124704,40.75544236,2012-04-13 15:32:21', '-73.99460427,40.75257191,2012-04-13 17:18:40', '-74.00900781,40.71554972,2012-04-13 19:47:05', '-73.99081707,40.75096328,2012-04-13 20:20:31', '-73.986719,40.74942776,2012-04-13 20:33:53', '-73.949231,40.717473,2012-04-14 00:03:55', '-73.97762241,40.78413298,2012-04-14 16:21:55']",train_5240
716,"['-73.996953,40.73719,2012-04-24 18:18:14', '-73.98004532,40.76058575,2012-04-24 19:19:07', '-73.99180371,40.75491885,2012-04-25 13:35:08', '-73.99240629,40.75886531,2012-04-25 15:48:15', '-73.99460427,40.75257191,2012-04-25 17:50:25']",train_5241
716,"['-73.99347946,40.75172595,2012-04-28 20:27:16', '-73.99395004,40.75244627,2012-04-28 20:38:29', '-73.98746967,40.74959782,2012-04-28 23:28:44']",train_5242
717,"['-73.98046908,40.72200847,2012-10-27 02:11:31', '-73.9567852,40.7126384,2012-10-27 12:20:59', '-73.97717535,40.75280621,2012-10-27 16:25:24']",train_5243
717,"['-73.989828,40.738949,2012-11-21 19:39:52', '-73.986074,40.730665,2012-11-21 20:17:31', '-73.9827919,40.74613527,2012-11-21 22:36:35']",train_5244
717,"['-73.989828,40.738949,2012-12-07 19:45:14', '-73.98683378,40.73396533,2012-12-08 15:56:21', '-73.991353,40.730928,2012-12-08 16:33:15']",train_5245
717,"['-73.989828,40.738949,2013-01-11 20:21:02', '-73.98783237,40.73823004,2013-01-12 12:52:49', '-73.98368876,40.72611538,2013-01-12 19:53:50', '-73.996785,40.72553593,2013-01-13 15:49:15', '-74.001004,40.720583,2013-01-13 17:07:45']",train_5246
718,"['-73.9800329,40.76526206,2012-04-03 19:17:50', '-73.99040315,40.7352825,2012-04-03 19:33:16', '-73.9913446,40.73686901,2012-04-03 19:47:47']",train_5247
718,"['-73.99178076,40.75941221,2012-04-08 19:00:15', '-73.98926137,40.7581651,2012-04-09 12:19:37', '-73.98764872,40.77214895,2012-04-09 18:57:44', '-73.98764872,40.77214895,2012-04-10 13:44:02']",train_5248
718,"['-73.98926137,40.7581651,2012-04-11 14:55:07', '-73.98764872,40.77214895,2012-04-11 18:54:23', '-73.98231983,40.76900427,2012-04-12 17:10:44', '-73.98764872,40.77214895,2012-04-12 17:15:11']",train_5249
718,"['-73.98618221,40.76175596,2012-04-14 21:11:08', '-73.99421403,40.75653417,2012-04-15 10:25:27', '-73.98764872,40.77214895,2012-04-15 13:06:55', '-73.99337042,40.7536455,2012-04-15 17:32:10']",train_5250
718,"['-73.99033455,40.76162733,2012-04-17 10:27:49', '-73.98764872,40.77214895,2012-04-17 15:22:22', '-73.98802757,40.75650613,2012-04-18 09:27:50', '-74.0095067,40.70637212,2012-04-18 11:02:59', '-73.98764872,40.77214895,2012-04-18 16:24:28']",train_5251
718,"['-73.98194432,40.76792357,2012-04-23 12:48:23', '-73.98197504,40.77153602,2012-04-23 13:46:16', '-73.98764872,40.77214895,2012-04-23 17:33:33', '-73.99033455,40.76162733,2012-04-24 10:29:18', '-73.98764872,40.77214895,2012-04-24 16:23:38']",train_5252
718,"['-73.99033455,40.76162733,2012-04-27 07:20:15', '-73.98764872,40.77214895,2012-04-27 07:56:05', '-73.98189068,40.7679967,2012-04-27 11:04:49', '-73.97717535,40.75280621,2012-04-27 11:19:56']",train_5253
718,"['-73.991765,40.759534,2012-05-03 13:27:25', '-73.99033455,40.76162733,2012-05-03 16:57:05', '-73.98764872,40.77214895,2012-05-03 18:56:32', '-73.99107,40.760528,2012-05-03 19:21:18', '-73.99337042,40.7536455,2012-05-03 19:53:53', '-73.98764872,40.77214895,2012-05-04 07:35:07', '-73.98802757,40.75650613,2012-05-04 16:26:41', '-73.99048716,40.73416736,2012-05-04 16:44:15', '-73.99040315,40.7352825,2012-05-04 16:46:18', '-73.99048716,40.73416736,2012-05-04 21:19:57']",train_5254
718,"['-74.0095067,40.70637212,2012-05-10 13:03:43', '-73.99033455,40.76162733,2012-05-10 17:10:23', '-73.98764872,40.77214895,2012-05-11 07:29:35', '-74.00651764,40.73294333,2012-05-11 12:33:59', '-74.01051196,40.73228891,2012-05-11 12:56:22']",train_5255
718,"['-73.98914047,40.75845677,2012-05-13 22:28:49', '-73.98926137,40.7581651,2012-05-14 10:24:57', '-73.99033455,40.76162733,2012-05-14 18:43:39', '-73.98764872,40.77214895,2012-05-15 15:16:08', '-73.99033455,40.76162733,2012-05-16 07:51:05', '-73.98764872,40.77214895,2012-05-16 09:05:29', '-73.98764872,40.77214895,2012-05-16 17:41:10']",train_5256
718,"['-73.98556262,40.74828059,2012-05-21 14:43:21', '-73.98856401,40.75061379,2012-05-21 15:56:21', '-74.00761843,40.74068911,2012-05-21 17:03:39', '-73.98231983,40.76900427,2012-05-21 18:25:51', '-73.98764872,40.77214895,2012-05-22 06:36:51']",train_5257
718,"['-73.98710351,40.77095886,2012-05-23 12:23:54', '-73.984595,40.769076,2012-05-23 12:51:14', '-73.98764872,40.77214895,2012-05-23 13:00:22', '-73.989731,40.762282,2012-05-23 22:35:47']",train_5258
718,"['-74.0095067,40.70637212,2012-05-25 10:04:24', '-73.97408009,40.76450261,2012-05-25 17:53:44', '-73.97618294,40.76035821,2012-05-25 19:48:28', '-73.98433685,40.76078079,2012-05-26 19:44:21']",train_5259
718,"['-73.99033455,40.76162733,2012-05-29 06:25:40', '-73.98764872,40.77214895,2012-05-29 07:14:33', '-73.98231983,40.76900427,2012-05-29 12:46:13', '-73.98764872,40.77214895,2012-05-29 13:49:51']",train_5260
719,"['-73.996668,40.941099,2012-04-19 14:47:02', '-74.17082548,40.73308,2012-04-19 19:34:09', '-74.13276728,40.94586198,2012-04-20 10:34:35']",train_5261
719,"['-74.1342777,40.83987941,2012-04-22 01:05:05', '-74.01128769,40.76117086,2012-04-22 17:35:52', '-74.00596619,40.71421606,2012-04-22 17:43:51', '-73.98854256,40.75557964,2012-04-22 18:10:40', '-74.03424378,40.92502934,2012-04-22 21:54:12', '-73.996668,40.941099,2012-04-23 16:41:14']",train_5262
719,"['-74.016691,40.945578,2012-04-27 15:00:26', '-74.016691,40.945578,2012-04-28 03:41:14', '-74.016691,40.945578,2012-04-29 03:26:52']",train_5263
719,"['-73.92702341,40.78008648,2012-05-04 18:06:06', '-73.84606361,40.75645736,2012-05-04 18:38:02', '-74.016691,40.945578,2012-05-05 12:23:02']",train_5264
719,"['-74.07673359,40.81721954,2012-06-08 21:24:51', '-74.07673359,40.81721954,2012-06-09 19:34:11', '-74.04349566,40.88595663,2012-06-10 13:39:05']",train_5265
719,"['-74.07673359,40.81721954,2012-07-06 19:50:40', '-74.08042431,40.91464765,2012-07-07 01:15:06', '-73.99589549,40.93174532,2012-07-07 14:14:06', '-74.07673359,40.81721954,2012-07-07 17:37:46']",train_5266
719,"['-74.07673359,40.81721954,2012-07-26 18:50:21', '-74.07673359,40.81721954,2012-07-27 17:59:08', '-74.07673359,40.81721954,2012-07-27 23:26:26']",train_5267
719,"['-74.15183544,40.70644125,2012-08-10 16:26:44', '-74.07686943,40.81829848,2012-08-10 16:33:29', '-74.07673359,40.81721954,2012-08-10 18:51:21', '-74.07686943,40.81829848,2012-08-10 23:27:37', '-74.07686943,40.81829848,2012-08-11 16:47:36']",train_5268
719,"['-74.02652264,40.91990119,2012-08-16 18:28:17', '-74.07673359,40.81721954,2012-08-17 17:03:28', '-74.07280807,40.9101455,2012-08-17 23:54:55', '-74.03604538,40.8641532,2012-08-18 17:10:51', '-74.02652264,40.91990119,2012-08-18 18:53:07']",train_5269
719,"['-74.016691,40.945578,2012-10-19 12:12:05', '-74.15183544,40.70644125,2012-10-19 12:34:01', '-74.07686943,40.81829848,2012-10-19 12:41:56']",train_5270
720,"['-74.09262643,40.62638252,2012-04-28 07:20:46', '-74.07295704,40.64440554,2012-04-28 18:35:34', '-73.99472,40.739058,2012-04-28 19:48:53', '-74.09262643,40.62638252,2012-04-29 09:10:17']",train_5271
720,"['-74.09262643,40.62638252,2012-05-12 08:00:28', '-73.99858121,40.7421274,2012-05-12 18:56:21', '-74.00978853,40.73251711,2012-05-12 21:42:14', '-74.09262643,40.62638252,2012-05-13 08:35:25', '-74.09262643,40.62638252,2012-05-13 08:35:25', '-74.09262643,40.62638252,2012-05-14 07:46:17', '-74.09262643,40.62638252,2012-05-15 07:38:17', '-74.09262643,40.62638252,2012-05-15 16:42:42']",train_5272
720,"['-74.10740137,40.67190135,2012-05-18 09:09:28', '-74.07295704,40.64440554,2012-05-18 17:37:21', '-73.997271,40.741797,2012-05-18 19:03:17', '-74.01321429,40.70145732,2012-05-18 22:05:32', '-74.09979036,40.61210484,2012-05-19 08:35:11']",train_5273
720,"['-74.10740137,40.67190135,2012-06-08 09:05:20', '-73.99048716,40.73416736,2012-06-08 17:29:44', '-74.09262643,40.62638252,2012-06-09 12:23:59']",train_5274
720,"['-74.17276191,40.6264401,2012-06-10 13:33:59', '-74.09262643,40.62638252,2012-06-11 08:12:11', '-74.09262643,40.62638252,2012-06-11 21:19:00']",train_5275
720,"['-74.07295704,40.64440554,2012-07-15 13:03:19', '-74.00228837,40.73347072,2012-07-15 17:06:40', '-74.01321429,40.70145732,2012-07-15 21:05:05']",train_5276
720,"['-74.09262643,40.62638252,2012-07-28 06:53:37', '-74.07295704,40.64440554,2012-07-28 18:07:29', '-74.00228837,40.73347072,2012-07-28 19:01:10']",train_5277
721,"['-74.00567983,40.74567555,2012-04-13 21:24:32', '-74.00386647,40.75081989,2012-04-13 22:23:25', '-73.97743875,40.77926608,2012-04-14 18:24:28', '-73.980903,40.77834721,2012-04-14 21:06:22', '-73.97692323,40.75801773,2012-04-15 13:31:03', '-74.01478529,40.71529762,2012-04-15 15:34:47']",train_5278
721,"['-73.99618149,40.73168165,2012-04-20 20:32:28', '-73.974725,40.75293,2012-04-21 09:34:48', '-73.95779208,40.78287158,2012-04-21 12:46:54', '-74.00887039,40.71581961,2012-04-21 22:44:53', '-73.97521763,40.75245158,2012-04-22 21:41:37']",train_5279
721,"['-73.99240629,40.75886531,2012-05-11 22:09:01', '-73.97652046,40.75928598,2012-05-11 22:09:39', '-73.954661,40.75714,2012-05-12 09:55:47', '-74.003018,40.72316832,2012-05-12 12:54:25', '-74.00063396,40.72750268,2012-05-12 14:28:36']",train_5280
721,"['-73.97846035,40.72975028,2012-06-02 23:15:37', '-73.97717535,40.75280621,2012-06-03 02:25:51', '-73.99357639,40.7507948,2012-06-03 12:15:06']",train_5281
721,"['-73.974725,40.75293,2012-06-06 20:47:33', '-73.97350073,40.77142562,2012-06-07 19:26:52', '-73.95779208,40.78287158,2012-06-07 19:27:20']",train_5282
721,"['-73.994802,40.70325,2012-06-16 15:46:20', '-74.00560523,40.74017876,2012-06-16 21:29:01', '-74.00493957,40.74089866,2012-06-16 21:29:49']",train_5283
721,"['-73.99357639,40.7507948,2012-07-07 18:26:43', '-74.00818752,40.7375567,2012-07-07 19:48:59', '-74.00343034,40.7191159,2012-07-07 22:20:15', '-73.9741214,40.75159143,2012-07-08 16:25:11']",train_5284
721,"['-73.99357639,40.7507948,2012-07-28 11:46:41', '-73.73559514,40.66588878,2012-07-28 12:20:34', '-73.73559514,40.66588878,2012-07-28 12:24:12']",train_5285
721,"['-73.99152517,40.76002502,2012-11-05 20:07:02', '-73.97717535,40.75280621,2012-11-05 22:11:21', '-73.98778071,40.73260908,2012-11-06 21:58:33']",train_5286
721,"['-73.98748802,40.7442855,2012-11-10 14:17:17', '-73.99395004,40.75244627,2012-11-10 15:12:17', '-73.97995255,40.76523438,2012-11-10 22:36:01', '-73.9569885,40.71280142,2012-11-11 13:23:30', '-73.9758855,40.751633,2012-11-11 22:36:38']",train_5287
721,"['-73.98626804,40.75648987,2012-11-17 01:52:07', '-73.97717535,40.75280621,2012-11-17 03:16:11', '-73.95779208,40.78287158,2012-11-17 14:25:26']",train_5288
721,"['-74.00335574,40.73183948,2012-11-19 19:49:29', '-73.99764061,40.73083612,2012-11-19 23:33:55', '-73.984594,40.75657067,2012-11-20 19:45:17', '-73.87122,40.773839,2012-11-21 05:41:55']",train_5289
721,"['-73.78452301,40.64508936,2012-11-25 01:58:42', '-73.99841309,40.72956781,2012-11-25 02:03:37', '-73.97305387,40.75275186,2012-11-25 02:29:16', '-73.98884243,40.72154512,2012-11-25 14:52:28', '-73.97330797,40.75274101,2012-11-25 22:01:59']",train_5290
721,"['-73.98279346,40.74492804,2012-12-01 01:20:48', '-73.990038,40.733029,2012-12-01 11:21:14', '-73.95779208,40.78287158,2012-12-01 14:08:26', '-73.974725,40.75293,2012-12-01 17:13:44', '-73.974725,40.75293,2012-12-02 11:38:28']",train_5291
722,"['-74.00777996,40.74055798,2012-04-19 18:12:20', '-73.9960221,40.72908585,2012-04-20 16:49:11', '-73.99148807,40.72694627,2012-04-21 00:17:58', '-73.93844962,40.85103704,2012-04-21 15:58:18']",train_5292
722,"['-74.00777996,40.74055798,2012-05-01 18:28:47', '-73.98442268,40.72586029,2012-05-01 23:07:44', '-73.98130127,40.72510954,2012-05-02 02:23:08']",train_5293
722,"['-74.17938709,40.68968494,2012-05-06 13:55:36', '-73.98304598,40.72515022,2012-05-06 18:41:57', '-73.99048716,40.73416736,2012-05-06 20:53:48']",train_5294
722,"['-74.00319506,40.7317808,2012-05-11 12:48:05', '-73.9955914,40.72828321,2012-05-11 19:00:57', '-73.99190605,40.72706973,2012-05-12 00:48:12', '-74.00695376,40.73964988,2012-05-12 23:16:37', '-73.98867026,40.71946951,2012-05-13 02:15:45']",train_5295
722,"['-73.98364285,40.72615563,2012-06-09 20:41:34', '-73.99469609,40.74001922,2012-06-10 13:25:51', '-73.98347855,40.72607169,2012-06-11 00:46:18', '-73.992795,40.728279,2012-06-11 22:44:35', '-73.99316956,40.73350894,2012-06-12 21:31:13', '-73.99316956,40.73350894,2012-06-13 19:21:21', '-74.00592327,40.73613676,2012-06-13 20:32:15', '-74.00765959,40.74088398,2012-06-13 22:19:10']",train_5296
722,"['-73.994597,40.721226,2012-07-11 22:23:01', '-73.994262,40.721291,2012-07-11 23:35:26', '-73.99300887,40.73830504,2012-07-12 19:16:13']",train_5297
722,"['-73.992795,40.728279,2012-08-18 14:34:00', '-73.98304598,40.72515022,2012-08-18 17:19:08', '-73.99148807,40.72694627,2012-08-18 23:09:17']",train_5298
723,"['-74.04480209,40.72906877,2012-07-15 13:35:14', '-74.04270172,40.71948549,2012-07-15 19:28:52', '-74.01193142,40.71267093,2012-07-15 19:57:05', '-73.80353451,40.65972455,2012-07-15 20:58:34', '-73.78272057,40.64396594,2012-07-15 21:00:58']",train_5299
723,"['-74.04270172,40.71948549,2012-07-27 22:48:25', '-74.01193142,40.71267093,2012-07-27 23:01:33', '-73.98831323,40.72006791,2012-07-27 23:31:17', '-73.98685673,40.71881951,2012-07-28 00:52:48', '-73.98987293,40.71402088,2012-07-28 01:18:59', '-74.04630959,40.72173688,2012-07-28 03:42:16', '-74.04472037,40.72095499,2012-07-28 23:51:03', '-74.043537,40.720365,2012-07-29 00:21:13', '-74.0474972,40.72283954,2012-07-29 02:08:00']",train_5300
723,"['-74.04472037,40.72095499,2012-12-01 00:39:59', '-74.02930938,40.73598132,2012-12-02 00:11:32', '-74.03828144,40.73213693,2012-12-02 19:51:49']",train_5301
723,"['-74.00069304,40.72979057,2012-12-21 13:27:57', '-74.05046331,40.72309287,2012-12-21 18:36:13', '-74.04500723,40.72061739,2012-12-22 13:54:04']",train_5302
724,"['-73.9078071,40.81648637,2012-04-20 08:00:16', '-73.9078071,40.81648637,2012-04-21 08:00:10', '-73.9078071,40.81648637,2012-04-22 08:00:09']",train_5303
724,"['-73.9078071,40.81648637,2012-04-26 08:00:15', '-73.9078071,40.81648637,2012-04-27 08:00:14', '-73.9078071,40.81648637,2012-04-28 08:00:10', '-73.9078071,40.81648637,2012-04-29 08:00:09']",train_5304
725,"['-73.985876,40.749886,2012-06-09 12:59:32', '-73.9862197,40.74753571,2012-06-09 14:53:18', '-73.98647222,40.75026476,2012-06-09 15:02:33', '-73.98638613,40.74763189,2012-06-09 17:18:38', '-73.98832798,40.7484274,2012-06-09 17:33:17']",train_5305
725,"['-74.05594647,40.71027794,2012-06-26 18:59:49', '-74.02708054,40.73681963,2012-06-26 19:27:10', '-74.08736086,40.71442794,2012-06-26 21:50:14']",train_5306
725,"['-74.06304359,40.73226701,2012-07-04 12:16:46', '-74.09881353,40.70398501,2012-07-04 13:48:53', '-74.08736086,40.71442794,2012-07-04 15:25:10', '-74.06304359,40.73226701,2012-07-04 19:15:08']",train_5307
726,"['-73.99154663,40.7572213,2012-04-23 18:34:54', '-73.99154663,40.7572213,2012-04-23 18:36:55', '-73.95445704,40.75673368,2012-04-24 00:29:55']",train_5308
726,"['-73.99154663,40.7572213,2012-05-10 18:13:36', '-73.97953033,40.75356409,2012-05-10 18:49:19', '-73.97953033,40.75356409,2012-05-10 18:49:19']",train_5309
727,"['-73.9402559,40.70756075,2012-04-04 08:35:37', '-73.95807266,40.71343536,2012-04-04 08:49:21', '-73.99030209,40.73644568,2012-04-04 09:13:55', '-73.99104044,40.73316247,2012-04-04 15:18:10', '-73.94740149,40.70386504,2012-04-04 18:45:02']",train_5310
727,"['-73.99030209,40.73644568,2012-04-06 09:53:18', '-73.99104044,40.73316247,2012-04-06 09:54:24', '-73.9402559,40.70756075,2012-04-07 08:46:38', '-73.95807266,40.71343536,2012-04-07 08:47:15', '-73.95807266,40.71343536,2012-04-07 08:47:40', '-73.99030209,40.73644568,2012-04-07 09:15:11', '-73.99104044,40.73316247,2012-04-07 09:15:25', '-73.98858547,40.75671743,2012-04-07 22:06:22', '-73.94938295,40.70541414,2012-04-08 00:24:56', '-73.94938295,40.70541414,2012-04-08 00:25:12', '-73.95807266,40.71343536,2012-04-08 00:27:03', '-73.95807266,40.71343536,2012-04-08 12:53:23', '-73.94938295,40.70541414,2012-04-08 13:27:47', '-73.88395786,40.7476146,2012-04-08 13:54:38', '-73.91249657,40.74410318,2012-04-08 14:40:13', '-73.98858547,40.75671743,2012-04-08 15:36:52', '-73.97236347,40.71356548,2012-04-08 17:22:22', '-73.95807266,40.71343536,2012-04-08 17:24:50', '-73.94740149,40.70386504,2012-04-08 17:28:22', '-73.89869928,40.67692779,2012-04-08 17:28:43', '-73.94740149,40.70386504,2012-04-09 08:24:07', '-73.95807266,40.71343536,2012-04-09 08:53:02', '-73.99104044,40.73316247,2012-04-09 09:15:44']",train_5311
727,"['-73.94740149,40.70386504,2012-04-10 11:34:34', '-73.97236347,40.71356548,2012-04-10 12:06:05', '-73.990295,40.75171,2012-04-10 18:25:10', '-73.98858547,40.75671743,2012-04-10 18:43:00', '-73.97761667,40.68456337,2012-04-10 21:23:21', '-73.9777372,40.68454006,2012-04-10 21:26:16', '-73.94938295,40.70541414,2012-04-10 22:45:45', '-73.94938295,40.70541414,2012-04-10 22:46:00', '-73.95807266,40.71343536,2012-04-10 22:47:04', '-73.99104044,40.73316247,2012-04-11 09:17:15', '-73.99000168,40.7058882,2012-04-11 11:15:46', '-73.92655344,40.82827721,2012-04-11 12:43:16', '-73.92655344,40.82827721,2012-04-11 12:43:16', '-73.99104044,40.73316247,2012-04-11 13:21:33', '-73.92655344,40.82827721,2012-04-11 16:26:06', '-73.9520234,40.58532515,2012-04-11 18:06:43', '-73.97582352,40.6838233,2012-04-11 19:34:07', '-73.94938295,40.70541414,2012-04-11 20:03:25', '-73.95807266,40.71343536,2012-04-12 08:28:42', '-73.9402559,40.70756075,2012-04-12 08:30:58']",train_5312
727,"['-73.95807266,40.71343536,2012-04-13 18:32:45', '-73.9402559,40.70756075,2012-04-14 08:23:13', '-73.95807266,40.71343536,2012-04-14 08:26:09', '-73.99030209,40.73644568,2012-04-14 09:05:23', '-74.00150299,40.75678244,2012-04-14 20:13:35', '-73.97236347,40.71356548,2012-04-14 23:47:56', '-73.95807266,40.71343536,2012-04-14 23:48:27', '-73.94740149,40.70386504,2012-04-14 23:54:41', '-73.94938295,40.70541414,2012-04-15 13:02:54', '-73.94938295,40.70541414,2012-04-15 13:03:24', '-73.95807266,40.71343536,2012-04-15 13:08:59', '-74.00150299,40.75678244,2012-04-15 16:21:04', '-74.00150299,40.75678244,2012-04-15 16:23:57', '-73.95807266,40.71343536,2012-04-16 08:29:47', '-73.99030209,40.73644568,2012-04-16 09:07:41', '-73.99104044,40.73316247,2012-04-16 09:08:06', '-73.99040315,40.7352825,2012-04-16 14:53:51', '-73.99104044,40.73316247,2012-04-16 15:11:45', '-73.95807266,40.71343536,2012-04-17 12:32:01', '-73.9402559,40.70756075,2012-04-17 12:57:07', '-73.99030209,40.73644568,2012-04-17 13:34:15', '-73.99104044,40.73316247,2012-04-17 13:34:31', '-73.99104044,40.73316247,2012-04-17 17:59:07', '-73.99104044,40.73316247,2012-04-17 22:43:51', '-73.97236347,40.71356548,2012-04-18 10:54:32', '-73.98947371,40.74897025,2012-04-18 11:10:32', '-73.987813,40.74970348,2012-04-18 12:34:12', '-73.9879632,40.7498254,2012-04-18 12:34:47', '-73.99104044,40.73316247,2012-04-18 13:01:44', '-73.99104044,40.73316247,2012-04-18 17:55:16', '-73.95807266,40.71343536,2012-04-18 23:03:36']",train_5313
727,"['-73.98858547,40.75671743,2012-04-20 00:21:16', '-73.98626804,40.75648987,2012-04-20 00:37:54', '-73.98651239,40.75503607,2012-04-20 00:38:25', '-73.98931503,40.75697749,2012-04-20 00:53:28', '-73.94938295,40.70541414,2012-04-20 14:05:34', '-73.94938295,40.70541414,2012-04-20 14:06:07', '-73.95807266,40.71343536,2012-04-20 14:07:36', '-73.99864434,40.60486403,2012-04-20 16:41:46', '-73.95807266,40.71343536,2012-04-21 00:35:00', '-73.9402559,40.70756075,2012-04-21 08:31:39', '-73.95807266,40.71343536,2012-04-21 08:48:33', '-73.9402559,40.70756075,2012-04-21 08:48:57', '-73.99030209,40.73644568,2012-04-21 09:07:06', '-73.99104044,40.73316247,2012-04-21 09:07:21', '-73.98606474,40.76064468,2012-04-21 20:41:33', '-73.98606474,40.76064468,2012-04-22 00:45:00', '-73.9402559,40.70756075,2012-04-22 13:20:20', '-73.95763711,40.72158048,2012-04-22 14:45:08', '-73.97653194,40.68430926,2012-04-22 16:21:47', '-73.89869928,40.67692779,2012-04-22 19:17:31', '-73.95807266,40.71343536,2012-04-22 19:21:51', '-73.9402559,40.70756075,2012-04-23 08:39:11', '-73.99030209,40.73644568,2012-04-23 10:04:12', '-73.99104044,40.73316247,2012-04-23 10:04:36', '-73.99104044,40.73316247,2012-04-23 15:13:22', '-73.98965736,40.75717718,2012-04-23 23:00:39', '-73.98902607,40.75703139,2012-04-23 23:02:44', '-73.95807266,40.71343536,2012-04-23 23:48:17', '-73.9402559,40.70756075,2012-04-24 12:52:49', '-73.99030209,40.73644568,2012-04-24 15:58:29', '-73.95807266,40.71343536,2012-04-25 09:25:31', '-73.97236347,40.71356548,2012-04-25 09:26:28', '-73.98881947,40.7489656,2012-04-25 11:30:57', '-73.987813,40.74970348,2012-04-25 11:31:15', '-73.98947371,40.74897025,2012-04-25 11:31:30', '-73.99104044,40.73316247,2012-04-25 13:33:55', '-73.99291992,40.7340881,2012-04-25 13:47:58', '-73.99104044,40.73316247,2012-04-25 17:11:00', '-73.98858547,40.75671743,2012-04-25 22:59:22', '-73.94740149,40.70386504,2012-04-26 01:11:43']",train_5314
727,"['-73.95807266,40.71343536,2012-04-27 11:18:28', '-73.94938295,40.70541414,2012-04-27 13:11:25', '-73.94938295,40.70541414,2012-04-27 13:11:38', '-73.83132976,40.71416626,2012-04-27 14:28:49', '-73.87084723,40.73405558,2012-04-27 20:05:20', '-73.87420104,40.735407,2012-04-27 20:58:10', '-73.9402559,40.70756075,2012-04-28 08:49:43', '-73.9909314,40.73409999,2012-04-28 14:16:02', '-73.98858547,40.75671743,2012-04-28 18:55:37', '-73.97236347,40.71356548,2012-04-28 20:27:37', '-73.95807266,40.71343536,2012-04-28 20:29:41', '-73.94740149,40.70386504,2012-04-28 20:35:10', '-73.95807266,40.71343536,2012-04-29 11:07:41', '-73.94938295,40.70541414,2012-04-29 11:07:59', '-73.94938295,40.70541414,2012-04-29 11:08:10', '-73.96317959,40.66760246,2012-04-29 12:07:05', '-73.96317959,40.66760246,2012-04-29 16:24:10', '-73.96317959,40.66760246,2012-04-29 17:04:30']",train_5315
727,"['-73.9402559,40.70756075,2012-05-01 12:46:02', '-73.95807266,40.71343536,2012-05-01 12:46:38', '-73.99104044,40.73316247,2012-05-01 17:51:37', '-73.95807266,40.71343536,2012-05-01 23:08:05']",train_5316
